web-scraper-order,web-scraper-start-url,topics,topics-href,course,course-href,course_institution,course_name,course_description,estimated_weeks,estimated_hours_per_week,study_mode,course_language,course_transcript_language,course_level,verified_price,audit_price
"1633024257-2378","https://www.edx.org/learn","Biology","https://www.edx.org/learn/biology","Introduction to Modern
Biology | 现代生物学导论…Schools and Partners: TsinghuaX…Course","https://www.edx.org/course/introduction-to-modern-biology-xian-dai-sheng-wu-xue-dao-lun","Tsinghua University Logo","Introduction to Modern Biology | 现代生物学导论","本门课程讲授生物学理论和探讨科研的本质。除了教师讲授外还配合动画、模型搭建、实验室实拍、科学家访谈等多种形式，丰富学生的学习维度。","Estimated 12 weeks","4–8 hours per week","Self-paced","Language:","Video Transcript:  中文","Level:  Introductory","MX$2,847","Free"
"1633024104-2320","https://www.edx.org/learn","Mechanics","https://www.edx.org/learn/mechanics","A Hands-on Introduction
to Engineering
Simulations…Schools and Partners: CornellX…Course","https://www.edx.org/course/a-hands-on-introduction-to-engineering-simulations","Cornell University Logo","A Hands-on Introduction to Engineering Simulations","Learn how to analyze real-world engineering problems using Ansys simulation software and gain important professional skills sought by employers.","Estimated 6 weeks","4–6 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Intermediate","MX$4,076","Free"
"1633023431-2048","https://www.edx.org/learn","Politics","https://www.edx.org/learn/politics","Data Ethics, AI and
Responsible Innovation…Schools and Partners: EdinburghX…Course","https://www.edx.org/course/Data-Ethics-AI-and-Responsible-Innovation","The University of Edinburgh Logo","Data Ethics, AI and Responsible Innovation","Our future is here and it relies on data. Predictive policing, medical robots, smart homes and cities, artificial intelligences – we can all think about how any of those could go wrong.","Estimated 7 weeks","3–4 hours per week","Instructor-paced","Language:","Video Transcript:  English","Level:  Intermediate","MX$1,004","Free"
"1633025530-2842","https://www.edx.org/learn","Self Improvement","https://www.edx.org/learn/self-improvement","Leadership focused on
Human Flourishing…Schools and Partners: TecdeMonterreyX…Course","https://www.edx.org/course/leadership-focused-on-human-flourishing","Tecnológico de Monterrey Logo","Leadership focused on Human Flourishing","It describes the elements of the Leadership model oriented towards human flourishing, in order to develop leaders who achieve better results.","Estimated 4 weeks","5–8 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Intermediate","MX$3,052","Free"
"1633025222-2742","https://www.edx.org/learn","Writing","https://www.edx.org/learn/writing","Grant Writing and
Crowdfunding for Public
Libraries…Schools and Partners: MichiganX…Course","https://www.edx.org/course/grant-writing-and-crowdfunding-for-public-librarie","The University of Michigan Logo","Grant Writing and Crowdfunding for Public Libraries","Learn how to increase your impact, innovate, and overcome often static funding through various fundraising and grant writing approaches.","Estimated 4 weeks","2–3 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$1,004","Free"
"1633023872-2230","https://www.edx.org/learn","Economics","https://www.edx.org/learn/economics","Fundamentals of
Microeconomics |
Fundamentos de Microe……Schools and Partners: UC3Mx…Course","https://www.edx.org/course/fundamentals-of-microeconomics-fundamentos-de-micr","Universidad Carlos III de Madrid Logo","Fundamentals of Microeconomics | Fundamentos de Microeconomía","Learn how to analyze markets and gain a solid foundation in economic concepts. | ​Aprende cómo analizar un mercado y obtén una base sólida sobre los principales conceptos económicos.","Estimated 7 weeks","2–3 hours per week","Self-paced","Language:","Video Transcripts:  English, Español","Level:  Introductory","MX$2,642","Free"
"1633024652-2536","https://www.edx.org/learn","Data Analysis","https://www.edx.org/learn/data-analysis","Data Analytics Basics for
Everyone…Schools and Partners: IBM…Course","https://www.edx.org/course/data-analytics-for-everyone","IBM Logo","Data Analytics Basics for Everyone","Learn the fundamentals of Data Analytics and gain an understanding of the data ecosystem, the process and lifecycle of data analytics, career opportunities, and the different learning paths you can take to be a Data Analyst.","Estimated 5 weeks","2–3 hours per week","Self-paced","Video Transcript:","Associated programs:Professional Certificate in Data Analysis and Visualization FundamentalsProfessional Certificate in Data AnalystProfessional Certificate in Data Analytics and Visualization with Excel and R","Level:  Introductory","MX$2,028","Free"
"1633027319-3476","https://www.edx.org/learn","Financial Analysis","https://www.edx.org/learn/financial-analysis","Credit Risk and Credit
Analysis…Schools and Partners: NYIF…Professional Certificate 5 Courses","https://www.edx.org/professional-certificate/nyif-credit-risk-and-credit-analysis","null","null","null","null","null","null","null","null","null","null","null"
"1633029295-4033","https://www.edx.org/learn","Video Game Writing","https://www.edx.org/learn/video-game-writing","Writing Video Game
Scenes and Dialogue…Schools and Partners: UBCx…Course","https://www.edx.org/course/writing-video-game-dialogue-scenes-character-interactions","University of British Columbia Logo","Writing Video Game Scenes and Dialogue","Learn the fundamentals of writing cinematics, cutscenes, and in-game dialogue.","Estimated 5 weeks","4–6 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$3,052","Free"
"1633025702-2900","https://www.edx.org/learn","Safety","https://www.edx.org/learn/safety","Responsible Innovation:
Ethics, Safety and
Technology…Schools and Partners: DelftX…Course","https://www.edx.org/course/responsible-innovation-ethics-safety-and-technolog","Delft University of Technology Logo","Responsible Innovation: Ethics, Safety and Technology","How to deal with risks and ethical questions raised by development of new technologies.","Estimated 7 weeks","4–6 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Intermediate","MX$2,847","Free"
"1633027919-3665","https://www.edx.org/learn","Business Intelligence","https://www.edx.org/learn/business-intelligence","Creating Innovative
Business Models…Schools and Partners: USMx, UMD…Course","https://www.edx.org/course/creating-innovative-business-models","University System of Maryland Logo","Creating Innovative Business Models","Build your capabilities to create a value proposition, team strategy, market strategy, and financial strategy to transform your ideas into a startup company or innovative corporate venture","Estimated 4 weeks","2–3 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$3,052","Free"
"1633029071-3990","https://www.edx.org/learn","Change Management","https://www.edx.org/learn/change-management","Master’s Degree in
Leadership: Service
Innovation…Schools and Partners: UQx…Master's Degree Program","https://www.edx.org/masters/online-master-in-leadership-service-innovation-university-of-queensland","null","null","null","null","null","null","null","null","null","null","null"
"1633027039-3379","https://www.edx.org/learn","Project-Based Learning","https://www.edx.org/learn/project-based-learning","Applied Deep Learning
Capstone Project…Schools and Partners: IBM…Course","https://www.edx.org/course/applied-deep-learning-capstone-project","IBM Logo","Applied Deep Learning Capstone Project","In this capstone project, you'll use either Keras or PyTorch to develop, train, and test a Deep Learning model. Load and preprocess data for a real problem, build the model and then validate it.","Estimated 5 weeks","2–4 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Advanced","MX$3,052","Free"
"1633028443-3815","https://www.edx.org/learn","Professional Skills","https://www.edx.org/learn/professional-skills","大学生职业素养提升 |
Enhancing Your Career
Competencies…Schools and Partners: PekingX…Course","https://www.edx.org/course/enhancing-your-career-competencies","Peking University Logo","大学生职业素养提升 | Enhancing Your Career Competencies","Learn the essential skills and competencies needed to successfully perform a job, including time management, effective communication and self efficacy. 课程精选八项职业素养：创新能力、自我效能、情绪管理、时间管理、有效沟通、自信演讲、求职礼仪和简历撰写，有助于求职就业和综合职业素养培养。","Estimated 8 weeks","2–3 hours per week","Self-paced","Language:","Video Transcripts:  English, 中文","Level:  Introductory","MX$1,004","Free"
